uniqueCandidateId,voterNumber,ballotNumber,partyNameArabic,partyNameEnglish,candidateSequence,nominationType,governorate,sex,fullNameArabic,fullNameEnglish,email,phone,bio,photoUrl,coverPhotoUrl,verificationStatus,verificationDocuments,verifiedAt,verifiedBy,profileCompletionPercent,viewsCount,supportersCount,postsCount,eventsCount,sourceFile,metadataH1,metadataH2,createdAt,updatedAt,lastActiveAt
"BAG-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3203, dtype: object-004018",4018,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3203, dtype: object",,,39,Alliance,Baghdad,MALE,Hatem Abdelkitan Sabah Al-Boukmar,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.337581,2025-10-17T16:36:29.337581,
"ANB-ballotNumber                283 
ballotNumber    Summits Alliance
Name: 3204, dtype: object-000346",346,"ballotNumber                283 
ballotNumber    Summits Alliance
Name: 3204, dtype: object",,,14,Alliance,Anbar,MALE,Hatem Abdullah Shwaish Jarnan Al-Issawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.337581,2025-10-17T16:36:29.337581,
"BAG-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 3205, dtype: object-002908",2908,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 3205, dtype: object",,,18,Alliance,Baghdad,MALE,Hatem Ali Ramadan Ali Al-Akthi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.337581,2025-10-17T16:36:29.337581,
"BAG-ballotNumber                           264 
ballotNumber    National Pioneers\nMovement
Name: 3206, dtype: object-004178",4178,"ballotNumber                           264 
ballotNumber    National Pioneers\nMovement
Name: 3206, dtype: object",,,86,Party,Baghdad,MALE,Hatem Hadi Salman Mohammed Al-Jaafari,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.337581,2025-10-17T16:36:29.337581,
"BAG-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 3207, dtype: object-003186",3186,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 3207, dtype: object",,,5,Party,Baghdad,MALE,Hatem Jabbar Mohammed Hawi Al-Shammari,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.337581,2025-10-17T16:36:29.337581,
"NAJ-ballotNumber               251 
ballotNumber    Rights Movement
Name: 3208, dtype: object-001713",1713,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 3208, dtype: object",,,17,Party,Najaf,MALE,Hatem Karim Jiyad Daham Al-Shablawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3209, dtype: object-003238",3238,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3209, dtype: object",,,45,Alliance,Baghdad,MALE,"Hatem Mahdi Muhammad
Ali",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"DHI-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3210, dtype: object-005484",5484,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3210, dtype: object",,,2,Alliance,Dhi Qar,MALE,Hatem Riyad Thajil Hatem Al-Atani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"THE-ballotNumber               252 
ballotNumber    Design Alliance
Name: 3211, dtype: object-000791",791,"ballotNumber               252 
ballotNumber    Design Alliance
Name: 3211, dtype: object",,,29,Alliance,The egg,MALE,Hatem Taher Jassim Mansour,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"BAG-ballotNumber              255 
ballotNumber    Progress Party
Name: 3212, dtype: object-003741",3741,"ballotNumber              255 
ballotNumber    Progress Party
Name: 3212, dtype: object",,,20,Party,Baghdad,MALE,Hatem Tariq Hasiran Alwan,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"DHI-ballotNumber                  289 
ballotNumber    State Support Bloc
Name: 3213, dtype: object-005539",5539,"ballotNumber                  289 
ballotNumber    State Support Bloc
Name: 3213, dtype: object",,,21,Party,Dhi Qar,MALE,Hatim Mutasher Mazal Hasiran Al Azirj,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.349519,2025-10-17T16:36:29.349519,
"ERB-ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 3214, dtype: object-000020",20,"ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 3214, dtype: object",,,16,Party,Erbil,MALE,Hawar Hassan Qader Hassir,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.367887,2025-10-17T16:36:29.367887,
"SUL-ballotNumber                  273 
ballotNumber    Hawar Mustafa Khan
Name: 3215, dtype: object-001008",1008,"ballotNumber                  273 
ballotNumber    Hawar Mustafa Khan
Name: 3215, dtype: object",,,1,"  Pe-
rson",Sulaymaniyah,MALE,"Hawar Mustafa Abbas Abdu-
llah",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.370898,2025-10-17T16:36:29.370898,
"THE-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3216, dtype: object-000825",825,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3216, dtype: object",,,13,Alliance,The egg,FEMALE,Hawazin Aboud Hashim Lafta Al-Ji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.373930,2025-10-17T16:36:29.373930,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3217, dtype: object-003463",3463,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3217, dtype: object",,,135,Alliance,Baghdad,MALE,"Hawazin Hasir N        Abdul Rahim Abdul
Ali Al-Saadi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.375887,2025-10-17T16:36:29.375887,
"BAG-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3218, dtype: object-003142",3142,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3218, dtype: object",,,117,Alliance,Baghdad,FEMALE,"Hawra Ahmed Shaker Ne'ma
Al-Na'manani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.378890,2025-10-17T16:36:29.378890,
"AL-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3219, dtype: object-001177",1177,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3219, dtype: object",,,20,Alliance,Al-Qadisiyah,FEMALE,Hawra Ali Karim Hassan Al-Rukani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.379887,2025-10-17T16:36:29.379887,
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3220, dtype: object-002745",2745,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3220, dtype: object",,,127,Party,Baghdad,FEMALE,"Hawra Atta Mukhti Aboud Al-
Hasthan Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.379887,2025-10-17T16:36:29.379887,
"THE-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3221, dtype: object-000424",424,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3221, dtype: object",,,12,Alliance,The egg,FEMALE,Hawra Aziz Hamid Hassan Al-Ali,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.384537,2025-10-17T16:36:29.384537,
"DIY-ballotNumber                              245 
ballotNumber      Canon's secr-\n          ets
Name: 3222, dtype: object-004869",4869,"ballotNumber                              245 
ballotNumber      Canon's secr-\n          ets
Name: 3222, dtype: object",,,18,Party,Diyala,FEMALE,Hawra Kareem Yasser Badn Al-Zirj,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.384537,2025-10-17T16:36:29.384537,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3223, dtype: object-003425",3425,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3223, dtype: object",,,97,Alliance,Baghdad,FEMALE,Hawra Saleh Jassam Abdul Saleh Al-Qara غولیي,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.384537,2025-10-17T16:36:29.384537,
"BAG-ballotNumber                     235 
ballotNumber    Our Cause Mo-\nvement
Name: 3224, dtype: object-003165",3165,"ballotNumber                     235 
ballotNumber    Our Cause Mo-\nvement
Name: 3224, dtype: object",,,2,Party,Baghdad,FEMALE,Hawra Talal Mohsen Musa Zouin,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.384537,2025-10-17T16:36:29.384537,
"THE-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3225, dtype: object-000813",813,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3225, dtype: object",,,1,Alliance,The egg,MALE,"Hayyan Abdul Ghathan Y Abdul Zahra Hazza
Al-Sawad",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.395670,2025-10-17T16:36:29.395670,
"THE-ballotNumber               251 
ballotNumber    Rights Movement
Name: 3226, dtype: object-000751",751,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 3226, dtype: object",,,39,Party,The egg,MALE,Hazem Abdul Amir Wahab Shihab Al-Hamad,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.395670,2025-10-17T16:36:29.395670,
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3227, dtype: object-002664",2664,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3227, dtype: object",,,29,Party,Baghdad,MALE,Hazem Abdul Salman Muslim Lami,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.403055,2025-10-17T16:36:29.403055,
"NIN-ballotNumber              255 
ballotNumber    Progress Party
Name: 3228, dtype: object-007020",7020,"ballotNumber              255 
ballotNumber    Progress Party
Name: 3228, dtype: object",,,17,Party,Nineveh,MALE,Hazem Ahmed Saleh Suleiman Al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.407699,2025-10-17T16:36:29.407699,
"DHI-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3229, dtype: object-005514",5514,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3229, dtype: object",,,33,Alliance,Dhi Qar,MALE,Hazem Ajeel Obaid Zghair Al-Shuwaili,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.407699,2025-10-17T16:36:29.407699,
"BAG-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3230, dtype: object-004082",4082,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3230, dtype: object",,,108,Alliance,Baghdad,MALE,Hazem Hadi Dhiban Mous Al-Dawri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.411321,2025-10-17T16:36:29.411321,
"THE-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3231, dtype: object-000553",553,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3231, dtype: object",,,41,Party,The egg,MALE,Hazem Hamad Ahmed Jassim Al-Dagher,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.415371,2025-10-17T16:36:29.415371,
"THE-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3232, dtype: object-000882",882,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 3232, dtype: object",,,23,Alliance,The egg,MALE,Hazem Kazem Mohammed Aliwi Al-Bahadliyy,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.419920,2025-10-17T16:36:29.419920,
"BAB-ballotNumber                 239 
ballotNumber    Sumerian movement
Name: 3233, dtype: object-002071",2071,"ballotNumber                 239 
ballotNumber    Sumerian movement
Name: 3233, dtype: object",,,13,Party,Babylon,MALE,Hazem Kazim Mal Allah Hashem Al-Issawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.421936,2025-10-17T16:36:29.421936,
"NIN-ballotNumber                            237 
ballotNumber    Al-Hadbaa National\nAlliance
Name: 3234, dtype: object-006798",6798,"ballotNumber                            237 
ballotNumber    Al-Hadbaa National\nAlliance
Name: 3234, dtype: object",,,35,Alliance,Nineveh,MALE,"Hazem Khalil Mustafa Ahmed Ah-
med",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.423951,2025-10-17T16:36:29.423951,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3235, dtype: object-004285",4285,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3235, dtype: object",,,94,Alliance,Baghdad,MALE,"Hazem Mohammed Imran Ahmed Al-
Awisi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.426978,2025-10-17T16:36:29.426978,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3236, dtype: object-003431",3431,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3236, dtype: object",,,103,Alliance,Baghdad,FEMALE,Hazem Mutlaq Abdul Abdul Sultan Al-Joud,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.428997,2025-10-17T16:36:29.428997,
"KAR-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3237, dtype: object-005944",5944,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 3237, dtype: object",,,5,Alliance,Karbala,MALE,Hazem Obaidi Shalif Abdul-Yassari,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.431011,2025-10-17T16:36:29.431011,
"DHI-ballotNumber               251 
ballotNumber    Rights Movement
Name: 3238, dtype: object-005398",5398,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 3238, dtype: object",,,6,Party,Dhi Qar,MALE,Hazem Ward Mazid Aliwi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.435047,2025-10-17T16:36:29.435047,
"BAB-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3239, dtype: object-001924",1924,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3239, dtype: object",,,13,Party,Babylon,MALE,Hazza Mohammed Abbas Bustan Al Shamri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.437581,2025-10-17T16:36:29.437581,
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3240, dtype: object-002661",2661,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3240, dtype: object",,,26,Party,Baghdad,MALE,He made me angry,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.441637,2025-10-17T16:36:29.441637,
"THE-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3241, dtype: object-001388",1388,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 3241, dtype: object",,,8,Party,The two,FEMALE,Heba Abdel Razzaq Abdel Wahed Abdel Razzaq Taj El-Din,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.442654,2025-10-17T16:36:29.442654,
"BAG-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3242, dtype: object-004475",4475,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 3242, dtype: object",,,78,Alliance,Baghdad,FEMALE,Heba Ali Jabbar Haremyi Tea,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.446686,2025-10-17T16:36:29.446686,
"NIN-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3243, dtype: object-006912",6912,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3243, dtype: object",,,32,Alliance,Nineveh,FEMALE,Heba Falah Idris Hamid,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.449720,2025-10-17T16:36:29.449720,
"ERB-ballotNumber           332 
ballotNumber    Heba Al-Qas
Name: 3244, dtype: object-000106",106,"ballotNumber           332 
ballotNumber    Heba Al-Qas
Name: 3244, dtype: object",,,1,"Pe-
rson",Erbil,FEMALE,Heba Gerges Abdel Ahad Khoshouqos,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.451734,2025-10-17T16:36:29.451734,
"KIR-ballotNumber                        282 
ballotNumber    National Elevation Party
Name: 3245, dtype: object-006317",6317,"ballotNumber                        282 
ballotNumber    National Elevation Party
Name: 3245, dtype: object",,,4,Party,Kirkuk,FEMALE,Heba Hassib Hassir Alawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.453750,2025-10-17T16:36:29.453750,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3246, dtype: object-004270",4270,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3246, dtype: object",,,79,Alliance,Baghdad,FEMALE,Heba Khalil Ibrahim Mahdi Al-Abidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.457780,2025-10-17T16:36:29.457780,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3247, dtype: object-002568",2568,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3247, dtype: object",,,125,Alliance,Baghdad,FEMALE,Heba Mohsen Muhammad Alwan Al-Shamousi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.461097,2025-10-17T16:36:29.461097,
"BAG-ballotNumber                 270 
ballotNumber    Iraq Reform Party
Name: 3248, dtype: object-004376",4376,"ballotNumber                 270 
ballotNumber    Iraq Reform Party
Name: 3248, dtype: object",,,49,Party,Baghdad,FEMALE,"Heba Nasser Jassim Mohammed Al-
Atani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.471550,2025-10-17T16:36:29.471550,
"DHI-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3249, dtype: object-005057",5057,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3249, dtype: object",,,20,Alliance,Dhi Qar,FEMALE,Heba Qasim Muhammad Hamidi Al-Dulaimiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.475754,2025-10-17T16:36:29.475754,
"SAL-ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 3250, dtype: object-005773",5773,"ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 3250, dtype: object",,,16,Alliance,Saladin,FEMALE,Heba Saad Mazhar Hatem Al-Samarani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.478757,2025-10-17T16:36:29.478757,
"MAY-ballotNumber                                   212 
ballotNumber    The National Tribal Current in Iraq
Name: 3251, dtype: object-006379",6379,"ballotNumber                                   212 
ballotNumber    The National Tribal Current in Iraq
Name: 3251, dtype: object",,,5,Party,Maysan,FEMALE,Heba Salem Barshan Ziara Al-Suwaidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.481745,2025-10-17T16:36:29.481745,
"BAB-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 3252, dtype: object-001798",1798,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 3252, dtype: object",,,8,Party,Babylon,FEMALE,Heba Tariq Hasir N        Abd Al-Issawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.483764,2025-10-17T16:36:29.483764,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3253, dtype: object-004212",4212,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 3253, dtype: object",,,20,Alliance,Baghdad,FEMALE,Heba Tawfiq Hamza Ghathwan Gheriri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.486838,2025-10-17T16:36:29.487830,
"THE-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3254, dtype: object-001433",1433,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3254, dtype: object",,,11,Alliance,The two,FEMALE,Heimakarim Khudair Jabbar Al Mayy,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"AL-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 3255, dtype: object-001147",1147,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 3255, dtype: object",,,12,Alliance,Al-Qadisiyah,FEMALE,"Helen Sabah Jaber Hamad Al-
Sultani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"DHI-ballotNumber                          230 
ballotNumber    Al-Arafari Al-Ithar\nParty
Name: 3256, dtype: object-005175",5175,"ballotNumber                          230 
ballotNumber    Al-Arafari Al-Ithar\nParty
Name: 3256, dtype: object",,,25,Party,Dhi Qar,MALE,Hello Abdolreza Jabarjaloud,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"SUL-ballotNumber              288 
ballotNumber    New generation
Name: 3257, dtype: object-001065",1065,"ballotNumber              288 
ballotNumber    New generation
Name: 3257, dtype: object",,,8,Party,Sulaymaniyah,FEMALE,Hello Abdullah Ahmed Aref,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"NIN-ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 3258, dtype: object-007325",7325,"ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 3258, dtype: object",,,59,Party,Nineveh,MALE,Hello Aref Musa Ismail Barwari,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3259, dtype: object-002563",2563,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 3259, dtype: object",,,120,Alliance,Baghdad,MALE,Hello Ghazi Karim Abbas,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.488829,2025-10-17T16:36:29.488829,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3260, dtype: object-003226",3226,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 3260, dtype: object",,,33,Alliance,Baghdad,MALE,"Hello Haseer N Awad Mo-
hammed",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.504582,2025-10-17T16:36:29.504582,
"BAB-ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 3261, dtype: object-002154",2154,"ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 3261, dtype: object",,,31,Party,Babylon,MALE,Hello Javad Hamzeh Aniyalnafie,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.507583,2025-10-17T16:36:29.507583,
"WAS-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 3262, dtype: object-007538",7538,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 3262, dtype: object",,,15,Party,Wasit,MALE,Hello Kamel Mohsen Batit Al-Shai,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.507583,2025-10-17T16:36:29.507583,
"DHI-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3263, dtype: object-005324",5324,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 3263, dtype: object",,,24,Alliance,Dhi Qar,MALE,Hello Maherjkhyur Rahmoudi Al-Zamili,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.507583,2025-10-17T16:36:29.507583,
"SUL-ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 3264, dtype: object-000957",957,"ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 3264, dtype: object",,,19,Party,Sulaymaniyah,MALE,Hello Mahmoud Marf Muhammad,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.507583,2025-10-17T16:36:29.507583,
"BAG-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3265, dtype: object-003950",3950,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 3265, dtype: object",,,98,Alliance,Baghdad,MALE,Hello Obaid Shaib Kaim Al-Rukani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:29.507583,2025-10-17T16:36:29.507583,
