Candidate ID,Full Name (AR),Full Name (EN),Political Party,Governorate,Gender,Phone,Email,Twitter,Facebook,Instagram,Verification Status
2025_4853_ذي قار,المرشح العراقي 4853,Iraqi Candidate 4853,العزم,ذي قار,ذكر,,,,,,
2025_4869_ذي قار,المرشح العراقي 4869,Iraqi Candidate 4869,تقدم,ذي قار,ذكر,,,,,,
2025_4881_ذي قار,المرشح العراقي 4881,Iraqi Candidate 4881,تحالف عزم,ذي قار,ذكر,,,,,,
2025_4889_ذي قار,المرشح العراقي 4889,Iraqi Candidate 4889,تقدم,ذي قار,ذكر,,,,,,
2025_488_ذي قار,المرشح العراقي 488,Iraqi Candidate 488,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_4898_ذي قار,المرشح العراقي 4898,Iraqi Candidate 4898,الوطنية,ذي قار,ذكر,,,,,,
2025_4937_ذي قار,المرشح العراقي 4937,Iraqi Candidate 4937,تحالف عزم,ذي قار,ذكر,,,,,,
2025_4948_ذي قار,المرشح العراقي 4948,Iraqi Candidate 4948,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_4976_ذي قار,المرشح العراقي 4976,Iraqi Candidate 4976,تحالف عزم,ذي قار,أنثى,,,,,,
2025_4977_ذي قار,المرشح العراقي 4977,Iraqi Candidate 4977,الوطنية,ذي قار,ذكر,,,,,,
2025_4982_ذي قار,المرشح العراقي 4982,Iraqi Candidate 4982,العزم,ذي قار,أنثى,,,,,,
2025_4988_ذي قار,المرشح العراقي 4988,Iraqi Candidate 4988,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_4997_ذي قار,المرشح العراقي 4997,Iraqi Candidate 4997,الحكمة,ذي قار,أنثى,,,,,,
2025_5006_ذي قار,المرشح العراقي 5006,Iraqi Candidate 5006,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_5032_ذي قار,المرشح العراقي 5032,Iraqi Candidate 5032,تحالف عزم,ذي قار,ذكر,,,,,,
2025_5036_ذي قار,المرشح العراقي 5036,Iraqi Candidate 5036,الحكمة,ذي قار,أنثى,,,,,,
2025_5037_ذي قار,المرشح العراقي 5037,Iraqi Candidate 5037,سائرون,ذي قار,ذكر,,,,,,
2025_5038_ذي قار,المرشح العراقي 5038,Iraqi Candidate 5038,النصر,ذي قار,أنثى,,,,,,
2025_503_ذي قار,المرشح العراقي 503,Iraqi Candidate 503,حركة امتداد,ذي قار,ذكر,,,,,,
2025_5099_ذي قار,المرشح العراقي 5099,Iraqi Candidate 5099,الوطنية,ذي قار,ذكر,,,,,,
2025_5102_ذي قار,المرشح العراقي 5102,Iraqi Candidate 5102,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_5110_ذي قار,المرشح العراقي 5110,Iraqi Candidate 5110,النصر,ذي قار,أنثى,,,,,,
2025_5130_ذي قار,المرشح العراقي 5130,Iraqi Candidate 5130,الحزب الديمقراطي الكردستاني,ذي قار,ذكر,,,,,,
2025_5160_ذي قار,المرشح العراقي 5160,Iraqi Candidate 5160,النصر,ذي قار,ذكر,,,,,,
2025_5173_ذي قار,المرشح العراقي 5173,Iraqi Candidate 5173,حركة امتداد,ذي قار,ذكر,,,,,,
2025_5185_ذي قار,المرشح العراقي 5185,Iraqi Candidate 5185,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_518_ذي قار,المرشح العراقي 518,Iraqi Candidate 518,الفتح,ذي قار,أنثى,,,,,,
2025_5203_ذي قار,المرشح العراقي 5203,Iraqi Candidate 5203,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_5212_ذي قار,المرشح العراقي 5212,Iraqi Candidate 5212,العزم,ذي قار,أنثى,,,,,,
2025_5220_ذي قار,المرشح العراقي 5220,Iraqi Candidate 5220,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_5267_ذي قار,المرشح العراقي 5267,Iraqi Candidate 5267,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_5289_ذي قار,المرشح العراقي 5289,Iraqi Candidate 5289,الفتح,ذي قار,أنثى,,,,,,
2025_5302_ذي قار,المرشح العراقي 5302,Iraqi Candidate 5302,النصر,ذي قار,أنثى,,,,,,
2025_5307_ذي قار,المرشح العراقي 5307,Iraqi Candidate 5307,تحالف عزم,ذي قار,ذكر,,,,,,
2025_531_ذي قار,المرشح العراقي 531,Iraqi Candidate 531,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_5339_ذي قار,المرشح العراقي 5339,Iraqi Candidate 5339,الفتح,ذي قار,أنثى,,,,,,
2025_5357_ذي قار,المرشح العراقي 5357,Iraqi Candidate 5357,دولة القانون,ذي قار,ذكر,,,,,,
2025_5358_ذي قار,المرشح العراقي 5358,Iraqi Candidate 5358,الفتح,ذي قار,أنثى,,,,,,
2025_5372_ذي قار,المرشح العراقي 5372,Iraqi Candidate 5372,تقدم,ذي قار,ذكر,,,,,,
2025_5379_ذي قار,المرشح العراقي 5379,Iraqi Candidate 5379,الوطنية,ذي قار,ذكر,,,,,,
2025_537_ذي قار,المرشح العراقي 537,Iraqi Candidate 537,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_5454_ذي قار,المرشح العراقي 5454,Iraqi Candidate 5454,تحالف السيادة,ذي قار,ذكر,,,,,,
2025_5487_ذي قار,المرشح العراقي 5487,Iraqi Candidate 5487,الفتح,ذي قار,أنثى,,,,,,
2025_5500_ذي قار,المرشح العراقي 5500,Iraqi Candidate 5500,الفتح,ذي قار,أنثى,,,,,,
2025_5501_ذي قار,المرشح العراقي 5501,Iraqi Candidate 5501,تحالف عزم,ذي قار,أنثى,,,,,,
2025_5518_ذي قار,المرشح العراقي 5518,Iraqi Candidate 5518,تقدم,ذي قار,ذكر,,,,,,
2025_5527_ذي قار,المرشح العراقي 5527,Iraqi Candidate 5527,تقدم,ذي قار,ذكر,,,,,,
2025_5562_ذي قار,المرشح العراقي 5562,Iraqi Candidate 5562,العزم,ذي قار,أنثى,,,,,,
2025_5588_ذي قار,المرشح العراقي 5588,Iraqi Candidate 5588,العزم,ذي قار,أنثى,,,,,,
2025_559_ذي قار,المرشح العراقي 559,Iraqi Candidate 559,النصر,ذي قار,ذكر,,,,,,
2025_5615_ذي قار,المرشح العراقي 5615,Iraqi Candidate 5615,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_5652_ذي قار,المرشح العراقي 5652,Iraqi Candidate 5652,تقدم,ذي قار,أنثى,,,,,,
2025_5659_ذي قار,المرشح العراقي 5659,Iraqi Candidate 5659,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_5676_ذي قار,المرشح العراقي 5676,Iraqi Candidate 5676,العزم,ذي قار,أنثى,,,,,,
2025_5709_ذي قار,المرشح العراقي 5709,Iraqi Candidate 5709,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_5781_ذي قار,المرشح العراقي 5781,Iraqi Candidate 5781,سائرون,ذي قار,ذكر,,,,,,
2025_5785_ذي قار,المرشح العراقي 5785,Iraqi Candidate 5785,الفتح,ذي قار,ذكر,,,,,,
2025_5795_ذي قار,المرشح العراقي 5795,Iraqi Candidate 5795,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_5801_ذي قار,المرشح العراقي 5801,Iraqi Candidate 5801,الوطنية,ذي قار,ذكر,,,,,,
2025_5846_ذي قار,المرشح العراقي 5846,Iraqi Candidate 5846,الحكمة,ذي قار,ذكر,,,,,,
2025_5883_ذي قار,المرشح العراقي 5883,Iraqi Candidate 5883,تحالف عزم,ذي قار,أنثى,,,,,,
2025_5886_ذي قار,المرشح العراقي 5886,Iraqi Candidate 5886,الحكمة,ذي قار,أنثى,,,,,,
2025_5889_ذي قار,المرشح العراقي 5889,Iraqi Candidate 5889,الحكمة,ذي قار,ذكر,,,,,,
2025_5898_ذي قار,المرشح العراقي 5898,Iraqi Candidate 5898,دولة القانون,ذي قار,ذكر,,,,,,
2025_589_ذي قار,المرشح العراقي 589,Iraqi Candidate 589,تحالف السيادة,ذي قار,ذكر,,,,,,
2025_590_ذي قار,المرشح العراقي 590,Iraqi Candidate 590,الفتح,ذي قار,ذكر,,,,,,
2025_5912_ذي قار,المرشح العراقي 5912,Iraqi Candidate 5912,النصر,ذي قار,أنثى,,,,,,
2025_5918_ذي قار,المرشح العراقي 5918,Iraqi Candidate 5918,العزم,ذي قار,ذكر,,,,,,
2025_5925_ذي قار,المرشح العراقي 5925,Iraqi Candidate 5925,دولة القانون,ذي قار,ذكر,,,,,,
2025_594_ذي قار,المرشح العراقي 594,Iraqi Candidate 594,الفتح,ذي قار,ذكر,,,,,,
2025_5976_ذي قار,المرشح العراقي 5976,Iraqi Candidate 5976,العزم,ذي قار,ذكر,,,,,,
2025_6004_ذي قار,المرشح العراقي 6004,Iraqi Candidate 6004,الحكمة,ذي قار,ذكر,,,,,,
2025_6040_ذي قار,المرشح العراقي 6040,Iraqi Candidate 6040,تحالف عزم,ذي قار,أنثى,,,,,,
2025_6042_ذي قار,المرشح العراقي 6042,Iraqi Candidate 6042,العزم,ذي قار,ذكر,,,,,,
2025_6061_ذي قار,المرشح العراقي 6061,Iraqi Candidate 6061,دولة القانون,ذي قار,ذكر,,,,,,
2025_6064_ذي قار,المرشح العراقي 6064,Iraqi Candidate 6064,حركة امتداد,ذي قار,ذكر,,,,,,
2025_6080_ذي قار,المرشح العراقي 6080,Iraqi Candidate 6080,الوطنية,ذي قار,أنثى,,,,,,
2025_6114_ذي قار,المرشح العراقي 6114,Iraqi Candidate 6114,الحكمة,ذي قار,ذكر,,,,,,
2025_6117_ذي قار,المرشح العراقي 6117,Iraqi Candidate 6117,العزم,ذي قار,أنثى,,,,,,
2025_6148_ذي قار,المرشح العراقي 6148,Iraqi Candidate 6148,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_61_ذي قار,المرشح العراقي 61,Iraqi Candidate 61,النصر,ذي قار,أنثى,,,,,,
2025_6201_ذي قار,المرشح العراقي 6201,Iraqi Candidate 6201,العزم,ذي قار,ذكر,,,,,,
2025_622_ذي قار,المرشح العراقي 622,Iraqi Candidate 622,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_6256_ذي قار,المرشح العراقي 6256,Iraqi Candidate 6256,الفتح,ذي قار,أنثى,,,,,,
2025_6265_ذي قار,المرشح العراقي 6265,Iraqi Candidate 6265,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_6271_ذي قار,المرشح العراقي 6271,Iraqi Candidate 6271,النصر,ذي قار,أنثى,,,,,,
2025_6277_ذي قار,المرشح العراقي 6277,Iraqi Candidate 6277,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_630_ذي قار,المرشح العراقي 630,Iraqi Candidate 630,سائرون,ذي قار,ذكر,,,,,,
2025_6348_ذي قار,المرشح العراقي 6348,Iraqi Candidate 6348,حركة امتداد,ذي قار,أنثى,,,,,,
2025_6354_ذي قار,المرشح العراقي 6354,Iraqi Candidate 6354,تحالف عزم,ذي قار,أنثى,,,,,,
2025_6373_ذي قار,المرشح العراقي 6373,Iraqi Candidate 6373,تحالف عزم,ذي قار,ذكر,,,,,,
2025_6389_ذي قار,المرشح العراقي 6389,Iraqi Candidate 6389,تحالف عزم,ذي قار,أنثى,,,,,,
2025_640_ذي قار,المرشح العراقي 640,Iraqi Candidate 640,تحالف السيادة,ذي قار,ذكر,,,,,,
2025_641_ذي قار,المرشح العراقي 641,Iraqi Candidate 641,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_6425_ذي قار,المرشح العراقي 6425,Iraqi Candidate 6425,العزم,ذي قار,ذكر,,,,,,
2025_6430_ذي قار,المرشح العراقي 6430,Iraqi Candidate 6430,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_6456_ذي قار,المرشح العراقي 6456,Iraqi Candidate 6456,العزم,ذي قار,ذكر,,,,,,
2025_6463_ذي قار,المرشح العراقي 6463,Iraqi Candidate 6463,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_6515_ذي قار,المرشح العراقي 6515,Iraqi Candidate 6515,الحكمة,ذي قار,أنثى,,,,,,
2025_6530_ذي قار,المرشح العراقي 6530,Iraqi Candidate 6530,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_6542_ذي قار,المرشح العراقي 6542,Iraqi Candidate 6542,العزم,ذي قار,أنثى,,,,,,
2025_6551_ذي قار,المرشح العراقي 6551,Iraqi Candidate 6551,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_655_ذي قار,المرشح العراقي 655,Iraqi Candidate 655,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_656_ذي قار,المرشح العراقي 656,Iraqi Candidate 656,العزم,ذي قار,ذكر,,,,,,
2025_6619_ذي قار,المرشح العراقي 6619,Iraqi Candidate 6619,العزم,ذي قار,أنثى,,,,,,
2025_6661_ذي قار,المرشح العراقي 6661,Iraqi Candidate 6661,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_6682_ذي قار,المرشح العراقي 6682,Iraqi Candidate 6682,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_6692_ذي قار,المرشح العراقي 6692,Iraqi Candidate 6692,الحكمة,ذي قار,ذكر,,,,,,
2025_6727_ذي قار,المرشح العراقي 6727,Iraqi Candidate 6727,تحالف عزم,ذي قار,ذكر,,,,,,
2025_6775_ذي قار,المرشح العراقي 6775,Iraqi Candidate 6775,سائرون,ذي قار,أنثى,,,,,,
2025_6782_ذي قار,المرشح العراقي 6782,Iraqi Candidate 6782,العزم,ذي قار,ذكر,,,,,,
2025_6803_ذي قار,المرشح العراقي 6803,Iraqi Candidate 6803,حركة امتداد,ذي قار,أنثى,,,,,,
2025_6838_ذي قار,المرشح العراقي 6838,Iraqi Candidate 6838,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_6852_ذي قار,المرشح العراقي 6852,Iraqi Candidate 6852,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_6857_ذي قار,المرشح العراقي 6857,Iraqi Candidate 6857,الحزب الديمقراطي الكردستاني,ذي قار,ذكر,,,,,,
2025_6874_ذي قار,المرشح العراقي 6874,Iraqi Candidate 6874,دولة القانون,ذي قار,أنثى,,,,,,
2025_6880_ذي قار,المرشح العراقي 6880,Iraqi Candidate 6880,العزم,ذي قار,أنثى,,,,,,
2025_6892_ذي قار,المرشح العراقي 6892,Iraqi Candidate 6892,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_6924_ذي قار,المرشح العراقي 6924,Iraqi Candidate 6924,الوطنية,ذي قار,أنثى,,,,,,
2025_6936_ذي قار,المرشح العراقي 6936,Iraqi Candidate 6936,تحالف عزم,ذي قار,ذكر,,,,,,
2025_6974_ذي قار,المرشح العراقي 6974,Iraqi Candidate 6974,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_6996_ذي قار,المرشح العراقي 6996,Iraqi Candidate 6996,تحالف عزم,ذي قار,ذكر,,,,,,
2025_7058_ذي قار,المرشح العراقي 7058,Iraqi Candidate 7058,الفتح,ذي قار,أنثى,,,,,,
2025_7060_ذي قار,المرشح العراقي 7060,Iraqi Candidate 7060,دولة القانون,ذي قار,ذكر,,,,,,
2025_7065_ذي قار,المرشح العراقي 7065,Iraqi Candidate 7065,العزم,ذي قار,ذكر,,,,,,
2025_7151_ذي قار,المرشح العراقي 7151,Iraqi Candidate 7151,الوطنية,ذي قار,أنثى,,,,,,
2025_7157_ذي قار,المرشح العراقي 7157,Iraqi Candidate 7157,دولة القانون,ذي قار,أنثى,,,,,,
2025_7161_ذي قار,المرشح العراقي 7161,Iraqi Candidate 7161,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_7182_ذي قار,المرشح العراقي 7182,Iraqi Candidate 7182,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_7184_ذي قار,المرشح العراقي 7184,Iraqi Candidate 7184,دولة القانون,ذي قار,أنثى,,,,,,
2025_7192_ذي قار,المرشح العراقي 7192,Iraqi Candidate 7192,تحالف عزم,ذي قار,أنثى,,,,,,
2025_7197_ذي قار,المرشح العراقي 7197,Iraqi Candidate 7197,النصر,ذي قار,ذكر,,,,,,
2025_7234_ذي قار,المرشح العراقي 7234,Iraqi Candidate 7234,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_7238_ذي قار,المرشح العراقي 7238,Iraqi Candidate 7238,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_724_ذي قار,المرشح العراقي 724,Iraqi Candidate 724,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_7254_ذي قار,المرشح العراقي 7254,Iraqi Candidate 7254,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_7263_ذي قار,المرشح العراقي 7263,Iraqi Candidate 7263,حركة امتداد,ذي قار,ذكر,,,,,,
2025_726_ذي قار,المرشح العراقي 726,Iraqi Candidate 726,الفتح,ذي قار,أنثى,,,,,,
2025_7281_ذي قار,المرشح العراقي 7281,Iraqi Candidate 7281,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_7285_ذي قار,المرشح العراقي 7285,Iraqi Candidate 7285,حركة امتداد,ذي قار,أنثى,,,,,,
2025_7288_ذي قار,المرشح العراقي 7288,Iraqi Candidate 7288,حركة امتداد,ذي قار,ذكر,,,,,,
2025_731_ذي قار,المرشح العراقي 731,Iraqi Candidate 731,دولة القانون,ذي قار,ذكر,,,,,,
2025_7364_ذي قار,المرشح العراقي 7364,Iraqi Candidate 7364,الفتح,ذي قار,ذكر,,,,,,
2025_738_ذي قار,المرشح العراقي 738,Iraqi Candidate 738,تقدم,ذي قار,ذكر,,,,,,
2025_7420_ذي قار,المرشح العراقي 7420,Iraqi Candidate 7420,تقدم,ذي قار,ذكر,,,,,,
2025_7428_ذي قار,المرشح العراقي 7428,Iraqi Candidate 7428,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_742_ذي قار,المرشح العراقي 742,Iraqi Candidate 742,سائرون,ذي قار,ذكر,,,,,,
2025_7452_ذي قار,المرشح العراقي 7452,Iraqi Candidate 7452,الاتحاد الوطني الكردستاني,ذي قار,أنثى,,,,,,
2025_7453_ذي قار,المرشح العراقي 7453,Iraqi Candidate 7453,سائرون,ذي قار,ذكر,,,,,,
2025_7469_ذي قار,المرشح العراقي 7469,Iraqi Candidate 7469,العزم,ذي قار,ذكر,,,,,,
2025_7553_ذي قار,المرشح العراقي 7553,Iraqi Candidate 7553,دولة القانون,ذي قار,ذكر,,,,,,
2025_7557_ذي قار,المرشح العراقي 7557,Iraqi Candidate 7557,دولة القانون,ذي قار,أنثى,,,,,,
2025_7560_ذي قار,المرشح العراقي 7560,Iraqi Candidate 7560,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_7565_ذي قار,المرشح العراقي 7565,Iraqi Candidate 7565,الوطنية,ذي قار,ذكر,,,,,,
2025_7580_ذي قار,المرشح العراقي 7580,Iraqi Candidate 7580,الحكمة,ذي قار,أنثى,,,,,,
2025_7618_ذي قار,المرشح العراقي 7618,Iraqi Candidate 7618,سائرون,ذي قار,أنثى,,,,,,
2025_7621_ذي قار,المرشح العراقي 7621,Iraqi Candidate 7621,الحكمة,ذي قار,ذكر,,,,,,
2025_7623_ذي قار,المرشح العراقي 7623,Iraqi Candidate 7623,تحالف عزم,ذي قار,ذكر,,,,,,
2025_7628_ذي قار,المرشح العراقي 7628,Iraqi Candidate 7628,العزم,ذي قار,ذكر,,,,,,
2025_7630_ذي قار,المرشح العراقي 7630,Iraqi Candidate 7630,سائرون,ذي قار,ذكر,,,,,,
2025_7631_ذي قار,المرشح العراقي 7631,Iraqi Candidate 7631,الوطنية,ذي قار,أنثى,,,,,,
2025_763_ذي قار,المرشح العراقي 763,Iraqi Candidate 763,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_7644_ذي قار,المرشح العراقي 7644,Iraqi Candidate 7644,تقدم,ذي قار,ذكر,,,,,,
2025_765_ذي قار,المرشح العراقي 765,Iraqi Candidate 765,سائرون,ذي قار,ذكر,,,,,,
2025_7681_ذي قار,المرشح العراقي 7681,Iraqi Candidate 7681,تحالف السيادة,ذي قار,ذكر,,,,,,
2025_7687_ذي قار,المرشح العراقي 7687,Iraqi Candidate 7687,الفتح,ذي قار,ذكر,,,,,,
2025_7692_ذي قار,المرشح العراقي 7692,Iraqi Candidate 7692,العزم,ذي قار,ذكر,,,,,,
2025_7699_ذي قار,المرشح العراقي 7699,Iraqi Candidate 7699,النصر,ذي قار,ذكر,,,,,,
2025_7708_ذي قار,المرشح العراقي 7708,Iraqi Candidate 7708,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_771_ذي قار,المرشح العراقي 771,Iraqi Candidate 771,الاتحاد الوطني الكردستاني,ذي قار,ذكر,,,,,,
2025_7742_ذي قار,المرشح العراقي 7742,Iraqi Candidate 7742,الفتح,ذي قار,أنثى,,,,,,
2025_7750_ذي قار,المرشح العراقي 7750,Iraqi Candidate 7750,الحكمة,ذي قار,أنثى,,,,,,
2025_7754_ذي قار,المرشح العراقي 7754,Iraqi Candidate 7754,الفتح,ذي قار,ذكر,,,,,,
2025_775_ذي قار,المرشح العراقي 775,Iraqi Candidate 775,تحالف عزم,ذي قار,أنثى,,,,,,
2025_7768_ذي قار,المرشح العراقي 7768,Iraqi Candidate 7768,سائرون,ذي قار,ذكر,,,,,,
2025_790_ذي قار,المرشح العراقي 790,Iraqi Candidate 790,الحزب الديمقراطي الكردستاني,ذي قار,أنثى,,,,,,
2025_826_ذي قار,المرشح العراقي 826,Iraqi Candidate 826,الحزب الشيوعي العراقي,ذي قار,أنثى,,,,,,
2025_841_ذي قار,المرشح العراقي 841,Iraqi Candidate 841,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_847_ذي قار,المرشح العراقي 847,Iraqi Candidate 847,العزم,ذي قار,ذكر,,,,,,
2025_884_ذي قار,المرشح العراقي 884,Iraqi Candidate 884,سائرون,ذي قار,ذكر,,,,,,
2025_896_ذي قار,المرشح العراقي 896,Iraqi Candidate 896,الفتح,ذي قار,أنثى,,,,,,
2025_905_ذي قار,المرشح العراقي 905,Iraqi Candidate 905,سائرون,ذي قار,أنثى,,,,,,
2025_91_ذي قار,المرشح العراقي 91,Iraqi Candidate 91,تقدم,ذي قار,ذكر,,,,,,
2025_93_ذي قار,المرشح العراقي 93,Iraqi Candidate 93,تحالف عزم,ذي قار,ذكر,,,,,,
2025_94_ذي قار,المرشح العراقي 94,Iraqi Candidate 94,الحزب الشيوعي العراقي,ذي قار,ذكر,,,,,,
2025_970_ذي قار,المرشح العراقي 970,Iraqi Candidate 970,تحالف السيادة,ذي قار,أنثى,,,,,,
2025_973_ذي قار,المرشح العراقي 973,Iraqi Candidate 973,النصر,ذي قار,أنثى,,,,,,
2025_1002_صلاح الدين,المرشح العراقي 1002,Iraqi Candidate 1002,الحزب الديمقراطي الكردستاني,صلاح الدين,ذكر,,,,,,
2025_1062_صلاح الدين,المرشح العراقي 1062,Iraqi Candidate 1062,دولة القانون,صلاح الدين,ذكر,,,,,,
2025_1070_صلاح الدين,المرشح العراقي 1070,Iraqi Candidate 1070,الفتح,صلاح الدين,ذكر,,,,,,
2025_1073_صلاح الدين,المرشح العراقي 1073,Iraqi Candidate 1073,دولة القانون,صلاح الدين,ذكر,,,,,,
2025_1084_صلاح الدين,المرشح العراقي 1084,Iraqi Candidate 1084,الفتح,صلاح الدين,أنثى,,,,,,
2025_1087_صلاح الدين,المرشح العراقي 1087,Iraqi Candidate 1087,الوطنية,صلاح الدين,ذكر,,,,,,
2025_1091_صلاح الدين,المرشح العراقي 1091,Iraqi Candidate 1091,تحالف عزم,صلاح الدين,أنثى,,,,,,
2025_1102_صلاح الدين,المرشح العراقي 1102,Iraqi Candidate 1102,الحزب الشيوعي العراقي,صلاح الدين,ذكر,,,,,,
2025_1135_صلاح الدين,المرشح العراقي 1135,Iraqi Candidate 1135,حركة امتداد,صلاح الدين,ذكر,,,,,,
2025_1140_صلاح الدين,المرشح العراقي 1140,Iraqi Candidate 1140,تحالف السيادة,صلاح الدين,أنثى,,,,,,
2025_1155_صلاح الدين,المرشح العراقي 1155,Iraqi Candidate 1155,تقدم,صلاح الدين,أنثى,,,,,,
2025_1184_صلاح الدين,المرشح العراقي 1184,Iraqi Candidate 1184,الحزب الشيوعي العراقي,صلاح الدين,أنثى,,,,,,
2025_1209_صلاح الدين,المرشح العراقي 1209,Iraqi Candidate 1209,النصر,صلاح الدين,أنثى,,,,,,
2025_121_صلاح الدين,المرشح العراقي 121,Iraqi Candidate 121,الحكمة,صلاح الدين,ذكر,,,,,,
2025_1291_صلاح الدين,المرشح العراقي 1291,Iraqi Candidate 1291,حركة امتداد,صلاح الدين,ذكر,,,,,,
2025_1298_صلاح الدين,المرشح العراقي 1298,Iraqi Candidate 1298,تحالف عزم,صلاح الدين,أنثى,,,,,,
2025_1299_صلاح الدين,المرشح العراقي 1299,Iraqi Candidate 1299,الحزب الديمقراطي الكردستاني,صلاح الدين,أنثى,,,,,,
2025_1301_صلاح الدين,المرشح العراقي 1301,Iraqi Candidate 1301,الفتح,صلاح الدين,أنثى,,,,,,
2025_1313_صلاح الدين,المرشح العراقي 1313,Iraqi Candidate 1313,سائرون,صلاح الدين,ذكر,,,,,,
2025_1348_صلاح الدين,المرشح العراقي 1348,Iraqi Candidate 1348,تحالف عزم,صلاح الدين,ذكر,,,,,,
2025_1355_صلاح الدين,المرشح العراقي 1355,Iraqi Candidate 1355,الوطنية,صلاح الدين,أنثى,,,,,,
2025_1367_صلاح الدين,المرشح العراقي 1367,Iraqi Candidate 1367,تحالف السيادة,صلاح الدين,ذكر,,,,,,
2025_13_صلاح الدين,المرشح العراقي 13,Iraqi Candidate 13,الحزب الديمقراطي الكردستاني,صلاح الدين,أنثى,,,,,,
2025_1425_صلاح الدين,المرشح العراقي 1425,Iraqi Candidate 1425,الفتح,صلاح الدين,ذكر,,,,,,
2025_1432_صلاح الدين,المرشح العراقي 1432,Iraqi Candidate 1432,دولة القانون,صلاح الدين,أنثى,,,,,,
2025_1483_صلاح الدين,المرشح العراقي 1483,Iraqi Candidate 1483,الحكمة,صلاح الدين,أنثى,,,,,,
2025_1485_صلاح الدين,المرشح العراقي 1485,Iraqi Candidate 1485,تحالف عزم,صلاح الدين,ذكر,,,,,,
2025_151_صلاح الدين,المرشح العراقي 151,Iraqi Candidate 151,تقدم,صلاح الدين,أنثى,,,,,,
2025_1550_صلاح الدين,المرشح العراقي 1550,Iraqi Candidate 1550,سائرون,صلاح الدين,أنثى,,,,,,
2025_1561_صلاح الدين,المرشح العراقي 1561,Iraqi Candidate 1561,النصر,صلاح الدين,ذكر,,,,,,
2025_1564_صلاح الدين,المرشح العراقي 1564,Iraqi Candidate 1564,الفتح,صلاح الدين,أنثى,,,,,,
2025_1570_صلاح الدين,المرشح العراقي 1570,Iraqi Candidate 1570,تحالف السيادة,صلاح الدين,ذكر,,,,,,
2025_1594_صلاح الدين,المرشح العراقي 1594,Iraqi Candidate 1594,الفتح,صلاح الدين,ذكر,,,,,,
2025_1598_صلاح الدين,المرشح العراقي 1598,Iraqi Candidate 1598,تقدم,صلاح الدين,ذكر,,,,,,
2025_1607_صلاح الدين,المرشح العراقي 1607,Iraqi Candidate 1607,سائرون,صلاح الدين,أنثى,,,,,,
2025_164_صلاح الدين,المرشح العراقي 164,Iraqi Candidate 164,دولة القانون,صلاح الدين,أنثى,,,,,,
